Impact ID,Gauge,RLOI_ID,Value,Units,ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source,Longitude,Latitude
103,River Ure at Ripon Ure Bank,8176,4.4,mALD,"1991 - Flooding occurred in Ripon from the River Ure. Extensive flooding to
Magdalens Road and Fisher Green.",Property flooding Fisher Green Lane,"Property flooding on Fisher Green Lane, Ripon",Property Impact,1991,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.501882,54.130423
104,River Ure at Ripon Ure Bank,8176,4.4,mALD,"1991 - Flooding occurred in Ripon from the River Ure. Extensive flooding to
Magdalens Road and Fisher Green.",Property flooding Magdalens Road,"Property flooding on Magdalens Road, Ripon",Property Impact,1991,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.515816,54.142412
105,River Ure at Ripon Ure Bank,8176,3.7,mALD,"Undefended properties at Ripon start to flood at this level.
Riverside Lodges on River View Road are the first properties to
flood.",Property flooding River View Road,"Property flooding on River View Road, Ripon",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.518393,54.144065
106,River Ure at Ripon Ure Bank,8176,5.3,mALD,"Defences at River View Road and Ure Bank will begin to overtop
at this level.",Defence at River View Road,Overtop of defences on River View Road,Defence,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.518393,54.144065
107,River Ure at Ripon Ure Bank,8176,5.3,mALD,"Defences at River View Road and Ure Bank will begin to overtop
at this level.",Defence at Ure Bank Terraces,Overtop of defences on Ure Bank Terrace,Defence,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.518571,54.146413
108,River Laver at Ripon,8171,1.196,mALD,11-Jan-07,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
109,River Laver at Ripon,8171,1.205,mALD,11-Feb-02,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
110,River Laver at Ripon,8171,1.387,mALD,02-Aug-02,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
111,River Laver at Ripon,8171,1.86,mALD,Flood level 03/11/2000 - caused extensive flooding of properties in Ripon.,Property flooding Ripon,Property flooding at Ripon,Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.523983,54.135539
112,River Laver at Ripon,8171,1.859,mALD,"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane.",Property flooding Borrage Lane,"Property flooding on Borrage Lane, Ripon",Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.531044,54.132777
113,River Laver at Ripon,8171,1.859,mALD,"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane.",Property flooding Low Mill Estate,"Property flooding on Low Mill Estate, Ripon",Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.512711,54.133455
114,River Laver at Ripon,8171,1.859,mALD,"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane.",Property flooding Harrogate Road,"Property flooding on Harrogate Road, Ripon",Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.527178,54.132708
115,River Laver at Ripon,8171,1.859,mALD,"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane.",Property flooding Bondgate Green,"Property flooding on Bondgate Green, Ripon",Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.519889,54.133251
116,River Laver at Ripon,8171,1.859,mALD,"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane.",Property flooding Fisher Green Lane,"Property flooding on Fisher Green Lane, Ripon",Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.501843,54.130386
117,River Laver at Ripon,8171,1.859,mALD,"02 Nov 2000 - Harrogate Borough Council have records of forty one properties
affected. The areas affected were Borrage Lane, Harrogate Road, Fisher green,
Low Mill Estate, Bondgate Green and Priest Lane.",Property flooding Priest Lane,"Property flooding on Priest Lane, Ripon",Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.514561,54.132951
118,River Laver at Ripon,8171,1.897,mALD,15 Jun 2007 - The River Skell caused flooding to approximately 40 properties,Property flooding Ripon,Property flooding at Ripon,Property Impact,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.515121,54.141394
119,Bishop Monkton Beck at Bishop Monkton,8229,0.624,mALD,27-Jan-13,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
120,Bishop Monkton Beck at Bishop Monkton,8229,0.653,mALD,17-Aug-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
121,Bishop Monkton Beck at Bishop Monkton,8229,0.678,mALD,21-Jan-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
122,Bishop Monkton Beck at Bishop Monkton,8229,0.751,mALD,26 Nov 2012 - Drivers were diverted down the minor lanes after police closed the main A61 trunk road.,Flooding on A61,Flooding on A61 at Bishop Monkton,Road Impact,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.527031,54.10213
123,Bishop Monkton Beck at Bishop Monkton,8229,0.838,mALD,"24 Sep 2012 - Residents report that bottom of village cut off
Gate into field blocked off with sandbags to prevent water going round the back of
the terrace to flood properties. This may have had an impact on the amount of water
on the road and in the beck. Flooded underneath railway bridge on road between
Bishop Monkton and Ripon. Flooded road 3 foot deep (therefore impassible) near
Newby Hall due to Holbeck.
Bishop Monkton to Roecliffe - C263 Low Road closed due to flooding",Property flooding Bishop Monkton,Property flooding at Bishop Monkton,Property Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.504524,54.093537
124,Bishop Monkton Beck at Bishop Monkton,8229,0.6,mALD,Properties in Bishop Monkton begin to flood at this level.,Property flooding Bishop Monkton,Property flooding at Bishop Monkton,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.504524,54.093537
125,River Ure at Boroughbridge,8028,16.43,m AOD,05-Dec-02,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
126,River Ure at Boroughbridge,8028,15.59,m AOD,"08 Jan 2005 - 10 properties flooded at Milby. 21 people evacuated from homes in
Milby Island and 15 people needed overnight accommodation.",Property flooding Milby,Property flooding at Milby,Property Impact,2005,January,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.385329,54.102389
127,River Ure at Boroughbridge,8028,15.79,m AOD,"26 Sep 2012 - 11 Roads closed in the Boroughbridge area. About 20 residents at
Minerva Court lost power and had to be rescued by firefighters. Couple rescued
from boat on River Ure",Property flooding Boroughbridge,Property flooding at Boroughbridge,Property Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.394064,54.096624
128,River Ure at Boroughbridge,8028,15.79,m AOD,"26 Sep 2012 - 11 Roads closed in the Boroughbridge area. About 20 residents at
Minerva Court lost power and had to be rescued by firefighters. Couple rescued
from boat on River Ure",Property flooding Minerva Court,"Property flooding at Minerva Court, Boroughbridge",Property Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.39529,54.097923
129,River Ure at Boroughbridge,8028,16.35,m AOD,18-Nov-03,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
130,River Ure at Boroughbridge,8028,15.79,m AOD,26-Sep-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
131,River Ure at Boroughbridge,8028,16.43,m AOD,01-Aug-03,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
132,River Ure at Boroughbridge,8028,14.6,m AOD,Properties on Milby Island start to flood at this level.,Property flooding Milby,Property flooding at Milby,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.385251,54.102611
133,River Ure at Boroughbridge,8028,16.24,m AOD,Properties on Riverside Gardens in Langthorpe begin to flood at 16.24mAOD. Gardens begin to flood at 16.00mAOD.,Property flooding Riverside Gardens,"Property flooding on Riverside Gardens, Langthorpe",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.402999,54.099079
134,River Ure at Boroughbridge,8028,16.3,m AOD,Flood defences begin to overtop at 16.30mAOD.,Defence at Boroughbridge,Overtopping of defence at Boroughbridge,Defence,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.39608,54.097261
135,River Ure at Boroughbridge,8028,16.6,m AOD,"Roads/properties at Bar Lane Roecliffe begin to flood at
16.60mAOD.",Property flooding Bar Lane,"Property flooding on Bar Lane, Roecliffe",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.412649,54.089802
136,River Ure at Boroughbridge,8028,16.65,m AOD,"Flood defences at Lower Dunsforth begin to overtop at a
Boroughbridge level of 16.65mAOD.",Defence at Lower Dunsforth,Overtopping of defence at Lower Dunsforth,Defence,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.323924,54.079326
137,River Ure at Boroughbridge,8028,15.3,m AOD,Access roads to Lower Dunsforth except Mary Lane begin to flood at this level.,Flooding to roads Lower Dunsforth,Flooding to roads in Lower Dunsforth area,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.323924,54.079326
138,River Ure at Boroughbridge,8028,16.24,m AOD,"The lowest property threshold in Langthorpe is 16.24mAOD but
gardens flood at 16.00mAOD.",Property flooding Langthorpe,Property flooding at Langthorpe,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.404064,54.098897
139,River Ure at Aldwark Bridge,8004,4.163,mALD,30-Nov-09,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
140,River Ure at Aldwark Bridge,8004,4.181,mALD,05-Jun-00,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
141,River Ure at Aldwark Bridge,8004,4.26,mALD,09-Jan-05,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
142,River Ure at Aldwark Bridge,8004,4.5,mALD,21-Oct-98,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
143,River Ure at Aldwark Bridge,8004,4.58,mALD,Max recorded level January 1982,Highest recorded level <<ObsFloodMonth>> <<ObsFloodYear>>,Highest recorded level <<ObsFloodMonth>> <<ObsFloodYear>> at gauge <<ObsFloodMonth>> <<ObsFloodYear>>,High Level,1982,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
144,River Ure at Aldwark Bridge,8004,4.581,mALD,27-Sep-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
145,River Ure at Aldwark Bridge,8004,5.17,mALD,14-Sep-99,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
146,River Ure at Aldwark Bridge,8004,3.3,mALD,Properties at Aldwark Bridge start to flood at 3.3mStage.,Property flooding Aldwark Bridge,Property flooding at Aldwark Bridge,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.289781,54.065189
147,River Nidd at Pateley Bridge,8160,3.158,mALD,11-Jan-07,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
148,River Nidd at Pateley Bridge,8160,3.279,mALD,02-Aug-02,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
149,River Nidd at Pateley Bridge,8160,3.727,mALD,31/10/2000 2 properties flooded from surface run off,Property flooding Pateley Bridge,"Property flooding at Pateley Bridge, Harrogate",Property Impact,2000,October,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.761079,54.085703
150,River Nidd at Pateley Bridge,8160,4.2,mALD,"Defences at Pateley Bridge begin to overtop at 4.2m and are
substantially overtopped by 4.5m. Issue if 4.2m is forecast. There
is high confidence in the forecast at Pateley Bridge from T0 out
to 1 hour.",Defence at Pateley Bridge,"Overtopping of defences at Pateley Bridge, Harrogate",Defence,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.761079,54.085703
151,River Nidd at Knaresborough,8121,1.858,mALD,11-Feb-02,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
152,River Nidd at Knaresborough,8121,1.967,mALD,"30 Nov 2009 - 1 property and 30 static caravans were evacuated due to flooding
from the Nidd",Property flooding Knaresborough,Property flooding at Knaresborough,Property Impact,2009,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.499548,54.023182
153,River Nidd at Knaresborough,8121,1.992,mALD,25 Sept 2012 - Caravans flooded at Knaresborough Caravan Park,Property flooding Knaresborough,Property flooding at Knaresborough,Property Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.499548,54.023182
154,River Nidd at Knaresborough,8121,2.11,mALD,"03 Nov 2000 - Properties were flooded along Waterside, Abbey Road & Riverside
Caravan Park. Properties fronting the river Nidd downstream of the A59 (Harrogate)
Road Bridge experienced serious flooding, with flood waters reaching depths of over
1m in Marigold Café on the left bank near Knaresborough Viaduct. Further
downstream the Manse Lane Industrial Estate also suffered appreciable flood
damage as did the Knaresborough Sewage Treatment Works, The Sikes
(Nidderdale Lodge) Mobile Homes Park and the Lorisholme and Riverside caravan
sites. (1st Nov)",Property flooding Waterside,"Property flooding on Waterside, Knaresborough",Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.470673,54.008233
155,River Nidd at Knaresborough,8121,2.11,mALD,"03 Nov 2000 - Properties were flooded along Waterside, Abbey Road & Riverside
Caravan Park. Properties fronting the river Nidd downstream of the A59 (Harrogate)
Road Bridge experienced serious flooding, with flood waters reaching depths of over
1m in Marigold Café on the left bank near Knaresborough Viaduct. Further
downstream the Manse Lane Industrial Estate also suffered appreciable flood
damage as did the Knaresborough Sewage Treatment Works, The Sikes
(Nidderdale Lodge) Mobile Homes Park and the Lorisholme and Riverside caravan
sites. (1st Nov)",Property flooding Abbey Road,"Property flooding on Abbey Road, Knaresborough",Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.460681,53.998382
156,River Nidd at Knaresborough,8121,2.159,mALD,"31 Oct 2000 - 1 property flooded in Abbey Road Waterside & Caravan Park
affected.",Property flooding Abbey Road,"Property flooding on Abbey Road, Knaresborough",Property Impact,2000,October,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.460681,53.998382
157,River Nidd at Knaresborough,8121,1.89,mALD,"The Riverside Cafés flood at 1.89m.
Riverside areas in Knaresborough including Waterside, Abbey
Road and part of Manse Lane Industrial estate start to flood at
2m.",Property flooding Waterside,"Property flooding on Waterside, Knaresborough",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.470168,54.00712
158,River Nidd at Knaresborough,8121,1.89,mALD,"The Riverside Cafés flood at 1.89m.
Riverside areas in Knaresborough including Waterside, Abbey
Road and part of Manse Lane Industrial estate start to flood at
2m.",Property flooding Abbey Road,"Property flooding on Abbey Road, Knaresborough",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.460681,53.998382
159,River Nidd at Hunsingore,8104,2.58,mALD,22 Jan 2008 - 1 property in Hunsingore flooded,Property flooding Hunsingore,Property flooding at Hunsingore,Property Impact,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.347556,53.97219
160,River Nidd at Hunsingore,8104,2.67,mALD,06 Sept 2008 - Mill House at Hunsingore & road at Cattal flooded,Flooding to roads Cattal,Flooding to roads in Cattal area,Road Impact,2008,September,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.318267,53.979848
161,River Nidd at Hunsingore,8104,2.67,mALD,30 Nov 2009 - 1 property flooded,Property flooding Hunsingore,Property flooding at Hunsingore,Property Impact,2009,November,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.347556,53.97219
162,River Nidd at Hunsingore,8104,2.83,mALD,26 Sept 2012 - 11 Roads closed in the Boroughbridge area including Cattal,Flooding to roads Boroughbridge,Flooding to roads in Boroughbridge area,Road Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.398191,54.095314
163,River Nidd at Hunsingore,8104,1.6,mALD,The Old Cornmill at Hunsingore starts to flood at this level.,Property flooding Hunsingore,Property flooding at Hunsingore,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.347556,53.97219
164,River Ouse at Skelton,8184,6.4,mALD,"First property to flood: 84 Postern Close, identified by LiDAR
survey.",Property flooding Postern Close,"Property flooding on Postern Close, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.081435,53.952992
