Impact ID,Gauge,RLOI_ID,Value,Units,"Gaugelocation (Longtitude, Latitude)","Location (Longtitude, Latitude)",ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source
677,River Calder at Brighouse,8032,1.85,mALD,"-1.793955,53.701444",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
678,River Calder at Brighouse,8032,2,mALD,"-1.793955,53.701444",,Peak Level - 1960,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1960,,EMERGENCY RESPONSE PROCEDURES MANUAL
679,River Calder at Brighouse,8032,2.07,mALD,"-1.793955,53.701444",,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
680,River Calder at Brighouse,8032,2.24,mALD,"-1.793955,53.701444",,Peak Level - 1946,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1946,,EMERGENCY RESPONSE PROCEDURES MANUAL
681,River Calder at Brighouse,8032,1.5,mALD,,"-1.743585,53.693886","nun bank wood Properties begin to flood in this area when the gauge records a
level above 1.50",Property flooding Nun Bank Wood,"Property flooding at Nun Bank Wood, Brighouse",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
682,River Calder at Brighouse,8032,2.1,mALD,,"-1.782937,53.699571","brighouse Properties begin to flood in this area when the gauge records a
level above 2.10",Property flooding Brighouse,Property flooding at Brighouse,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
683,River Calder at Brighouse,8032,2.2,mALD,,"-1.794621,53.705069","brookfoot business park Properties begin to flood in this area when the gauge records a
level above 2.2",Property flooding Brookfoot Business Park,"Property flooding at Brookfoot Business Parl, Brighouse",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
684,River Calder at Brighouse,8032,2.4,mALD,,"-1.784535,53.700099","Widespread flooding between Atlas Mill Road and Armytage
Road",Property flooding Atlas Mill Road,"Property flooding on Atlas Mill Road, Brighouse",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
481,Broughton Beck at Broughton Hall,8035,1.95,mALD,"-2.073107,53.957753",,Peak Level - 04 January 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,January,EMERGENCY RESPONSE PROCEDURES MANUAL
482,Broughton Beck at Broughton Hall,8035,1.98,mALD,"-2.073107,53.957753",,Peak Level - 3 July 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,July,EMERGENCY RESPONSE PROCEDURES MANUAL
483,Broughton Beck at Broughton Hall,8035,2.08,mALD,"-2.073107,53.957753",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
484,Broughton Beck at Broughton Hall,8035,2.25,mALD,"-2.073107,53.957753",,Peak Level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
485,Broughton Beck at Broughton Hall,8035,2.29,mALD,"-2.073107,53.957753",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,December,EMERGENCY RESPONSE PROCEDURES MANUAL
486,Broughton Beck at Broughton Hall,8035,2.48,mALD,"-2.073107,53.957753",,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL
487,Broughton Beck at Broughton Hall,8035,2.48,mALD,"-2.073107,53.957753",,Peak level - 26th December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
488,Broughton Beck at Broughton Hall,8035,2.63,mALD,"-2.073107,53.957753",,Peak Level - Summer 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL
290,River Derwent at Bubwith Bridge,8037,1.77,mALD,"-0.927565,53.819066",,01-Apr-06,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2006,April,EMERGENCY RESPONSE PROCEDURES MANUAL
291,River Derwent at Bubwith Bridge,8037,1.97,mALD,"-0.927565,53.819066",,02-Feb-13,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2013,February,EMERGENCY RESPONSE PROCEDURES MANUAL
292,River Derwent at Bubwith Bridge,8037,2.13,mALD,"-0.927565,53.819066",,24-Jan-08,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
293,River Derwent at Bubwith Bridge,8037,2.46,mALD,"-0.927565,53.819066",,30-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
286,River Derwent at Buttercrambe,8039,2.378,mALD,"-0.885796,54.019124",,28-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
287,River Derwent at Buttercrambe,8039,2.434,mALD,"-0.885796,54.019124",,09-Mar-99,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1999,March,EMERGENCY RESPONSE PROCEDURES MANUAL
288,River Derwent at Buttercrambe,8039,2.568,mALD,"-0.885796,54.019124",,09-Nov-00,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL
289,River Derwent at Buttercrambe,8039,1.4,mALD,,"-0.879627,54.014416",Properties at Buttercrambe Mill start to flood at this level.,Property flooding Buttercrambe,"Property flooding at Buttercrambe, York",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
443,River Aire at Carlton Bridge,8041,4.51,mALD,"-1.023804,53.697646",,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
444,River Aire at Carlton Bridge,8041,4.57,mALD,"-1.023804,53.697646",,Peak Level - 16 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
445,River Aire at Carlton Bridge,8041,4.63,mALD,"-1.023804,53.697646",,Peak level - 27 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
446,River Aire at Carlton Bridge,8041,4.76,mALD,"-1.023804,53.697646",,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
3,River Aire at Castleford,8042,3.1,mALD,,"-1.355526,53.734916",Barnsdale Rd. likely to flood,Flooding at Barnsdale Road,Flooding at Barnsdale Road,Road Impact,,,Flood Resiliance
406,River Aire at Castleford,8042,3.1,mALD,,"-1.353701,53.731980",Barnsdale Road can flood,Property flooding Barnsdale Road,"Property flooding on Barnsdale Road, Castleford",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
407,River Aire at Castleford,8042,3.14,mALD,"-1.358177,53.731002",,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL
408,River Aire at Castleford,8042,3.17,mALD,"-1.358177,53.731002",,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
409,River Aire at Castleford,8042,3.21,mALD,"-1.358177,53.731002",,Peak Level - Summer 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL
410,River Aire at Castleford,8042,3.22,mALD,"-1.358177,53.731002",,Peak Level - December 1991,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1991,December,EMERGENCY RESPONSE PROCEDURES MANUAL
411,River Aire at Castleford,8042,3.26,mALD,"-1.358177,53.731002",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
412,River Aire at Castleford,8042,3.29,mALD,"-1.358177,53.731002",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
413,River Aire at Castleford,8042,3.31,mALD,"-1.358177,53.731002",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
414,River Aire at Castleford,8042,3.33,mALD,"-1.358177,53.731002",,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
415,River Aire at Castleford,8042,3.34,mALD,"-1.358177,53.731002",,Peak Level - 27 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
416,River Aire at Castleford,8042,3.36,mALD,"-1.358177,53.731002",,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
417,River Aire at Castleford,8042,3.48,mALD,"-1.358177,53.731002",,Peak Level - September 1946,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1946,September,EMERGENCY RESPONSE PROCEDURES MANUAL
4,River Swale at Catterick Bridge,8043,2.95,mALD,,"-1.651031,54.388658",A6136 at Catterick Br. expected to flood,Flooding on A6136,Flooding on A6136 at Catterick Bridge,Road Impact,,,Flood Resiliance
13,River Swale at Catterick Bridge,8043,2.8,mALD,,"-1.649976,54.388683","The A6136 road at Catterick Bridge is expected to flood at
2.95m.Properties are
expected to flood at 3.4m.",Flooding on A6136,Flooding on A6136 at Catterick Bridge,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
14,River Swale at Catterick Bridge,8043,3.4,mALD,,"-1.650383,54.389184,",Properties are expected to flood at 3.4m.,Property flooding Catterick Bridge,"Flooding to property at Catterick Bridge, Richmond",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
15,River Swale at Catterick Bridge,8043,3.4,mALD,,"-1.546606,54.363558","Issue if Catterick Bridge is forecast to reach 3.4m. It is expected
that proeprties at Great Langton begin to flood at this level.",Property flooding Great Langton,"Flooding to property at Great Langton, Northallerton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
210,River Ouse at Cawood,8044,7.629,mALD,"-1.12853,53.833727",,02-Jan-13,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2013,January,EMERGENCY RESPONSE PROCEDURES MANUAL
211,River Ouse at Cawood,8044,7.644,mALD,"-1.12853,53.833727",,27-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
212,River Ouse at Cawood,8044,7.698,mALD,,"-1.129750,53.832083",23 Jan 2008 - 1 property flooded in Cawood,Property flooding Cawood,"Property flooding at Cawood, Selby",Property Impact,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
213,River Ouse at Cawood,8044,7.899,mALD,,"-1.129750,53.832083",No access North of the River in Cawood due to flooded roads.,Flooding to roads Cawood,Flooding to roads in Cawood area,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
214,River Ouse at Cawood,8044,7.919,mALD,,"-1.091970,53.902759","03 Nov 2000 - Extensive flooding in Naburn, Bishopthorpe, Acaster Malbis. 2
properties flooded in Cawood. Cawood Caravan Park flooded.",Property flooding Naburn,"Property flooding at Naburn, York",Property Impact,2008,November,EMERGENCY RESPONSE PROCEDURES MANUAL
215,River Ouse at Cawood,8044,7.919,mALD,,"-1.103567,53.901690","03 Nov 2000 - Extensive flooding in Naburn, Bishopthorpe, Acaster Malbis. 2
properties flooded in Cawood. Cawood Caravan Park flooded.",Property flooding Acaster Malbis,"Property flooding at Acaster Malbis, York",Property Impact,2008,November,EMERGENCY RESPONSE PROCEDURES MANUAL
216,River Ouse at Cawood,8044,7.919,mALD,,"-1.096337,53.920608","03 Nov 2000 - Extensive flooding in Naburn, Bishopthorpe, Acaster Malbis. 2
properties flooded in Cawood. Cawood Caravan Park flooded.",Property flooding Bishopthorpe,"Property flooding at Bishopthorpe, York",Property Impact,2008,November,EMERGENCY RESPONSE PROCEDURES MANUAL
1112,River Hipper at Chesterfield,8047,1.22,mALD,"-1.454659,53.231179",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1113,River Hipper at Chesterfield,8047,1.32,mALD,"-1.454659,53.231179",,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
1114,River Hipper at Chesterfield,8047,2.51,mALD,"-1.454659,53.231179",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
1115,River Hipper at Chesterfield,8047,2.76,mALD,"-1.454659,53.231179",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
622,River Calder at Mytholmroyd,8048,3.23,mALD,"-1.983282,53.73128",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
623,River Calder at Mytholmroyd,8048,3.56,mALD,"-1.983282,53.73128",,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
624,River Calder at Mytholmroyd,8048,3.57,mALD,"-1.983282,53.73128",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
625,River Calder at Mytholmroyd,8048,3.62,mALD,"-1.983282,53.73128",,Peak Level - October 1980,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1980,October,EMERGENCY RESPONSE PROCEDURES MANUAL
626,River Calder at Mytholmroyd,8048,3.89,mALD,"-1.983282,53.73128",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
627,River Calder at Mytholmroyd,8048,4.09,mALD,"-1.983282,53.73128",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
628,River Calder at Mytholmroyd,8048,4.55,mALD,"-1.983282,53.73128",,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL
629,River Calder at Mytholmroyd,8048,4.85,mALD,"-1.983282,53.73128",,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
630,River Calder at Mytholmroyd,8048,5.26,mALD,"-1.983282,53.73128",,Peak Level - 1946,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1946,,EMERGENCY RESPONSE PROCEDURES MANUAL
631,River Calder at Mytholmroyd,8048,4.5,mALD,,"-1.982877,53.731188","Properties begin to flood in the area when the gauge records a
level above 4.50",Property flooding Mytholmroyd,Property flooding at Mytholmroyd,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
632,River Calder at Mytholmroyd,8048,4.4,mALD,,"-1.982877,53.731188","Central mytholmroyd Properties begin to flood in this area when the gauge records a
level above 4.40.",Property flooding Mytholmroyd,Property flooding at Mytholmroyd (central),Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
633,River Calder at Mytholmroyd,8048,4.56,mALD,,"-1.982052,53.730618","Onset of flooding and first property to flood along Burnley Road
between West End Terrace and Midgley Road. When levels
reach 4.56 widespread flooding will occur, including upstream of
Redacre Bridge.",Property flooding Burnley Road,"Property flooding on Burnley Road, Mytholmroyd",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1230,River Calder at Mytholmroyd,8048,3.62,mALD,,"-1.980087,53.730069",,Mytholmroyd siren sounds,Mytholmroyd flood siren will sound,Community Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
242,River Wharfe at Collingham,8052,3.605,mALD,"-1.418426,53.912329",,09-Jan-98,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1998,January,EMERGENCY RESPONSE PROCEDURES MANUAL
243,River Wharfe at Collingham,8052,3.79,mALD,"-1.418426,53.912329",,07-Mar-98,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1998,March,EMERGENCY RESPONSE PROCEDURES MANUAL
244,River Wharfe at Collingham,8052,4.694,mALD,"-1.418426,53.912329",,01-Feb-95,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1995,February,EMERGENCY RESPONSE PROCEDURES MANUAL
824,River Colne at Colne Bridge,8053,1.5,mALD,"-1.738074,53.67527",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
825,River Colne at Colne Bridge,8053,1.58,mALD,"-1.738074,53.67527",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
826,River Colne at Colne Bridge,8053,2.14,mALD,"-1.738074,53.67527",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
827,River Colne at Colne Bridge,8053,2.31,mALD,"-1.738074,53.67527",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
